,tweets,words,
10336, We now provide glove-box holders that fit any medical cart.  Many more medical  cart accessories... Follow this link  http://t.co/uQ1ec8CaFX,provide glovebox holders fit medical cart medical cart accessories follow link,can'tsay
10337, Three victims remained in critical condition at a hospital Tuesday as New Orleans officials sought a teenage suspect in the Mother's Day ..,victims remained critical condition hospital tuesday orleans officials sought teenage suspect mothers day,can'tsay
10338, I swear my doctor thinks I'm retarded. I could barely remember what happened yesterday and she's asking me about months ago lmao.,swear doctor retarded barely remember happened yesterday shes months ago lmao,can'tsay
10339, Three victims remained in critical condition at a hospital Tuesday as New Orleans officials sought a teenage suspect in the Mother's Day ..,victims remained critical condition hospital tuesday orleans officials sought teenage suspect mothers day,can'tsay
10366, @badxyoruichi *he helps her mount on the horse and mounts behind her* I need to take you to the hospital.,helps mount horse mounts hospital,can'tsay
10371, I fucking hate this hospital,fucking hate hospital,can'tsay
10374, Yo this abortion doctor was delivering live babies and killing them..... what be wrong w/ ppl?,yo abortion doctor delivering live babies killing wrong ppl,can'tsay
10386, Hospital Cyber Security : 10 Emergency Prevention Tips: [beckershospitalreview.co] Hospitals and other healthcare... http://t.co/9IhaJvg0UT,hospital cyber security emergency prevention tips beckershospitalreviewco hospitals healthcare,can'tsay
10387, I hate going to the doctor.,hate doctor,can'tsay
10388, My nana has been taken into hospital oh my god,nana hospital oh god,can'tsay
10397, We need more prayers for Lindsay.  She is having a very tough day.  She is staying overnight at the hospital so we can have more tests done!,prayers lindsay tough day staying overnight hospital tests,can'tsay
10405," Wow..“@BreakingNews Abortion doctor Kermit Gosnell, convicted of killing babies, to waive appeal, is spared death penalty - @AP”",wowiiidddiiidddbreakingnews abortion doctor kermit gosnell convicted killing babies waive appeal spared death penalty,can'tsay
10414, Glad that abortion doctor in PA got out of the death penalty. He deserves to rot in prison for the rest of his life.,glad abortion doctor pa death penalty deserves rot prison rest life,can'tsay
10431, @24HourPanic I kept writing and revising while I was watching too bc effort to move into another room and it's doctor who,kept writing revising watching bc effort move doctor,can'tsay
10435," Doctor, nothing will stop it! #horror",doctor stop #horror,can'tsay
10436, Convicted abortion doctor gets life in prison: Dr. Kermit Gosnell makes a deal to avoid facing a potential dea... http://t.co/0whssNPd6J,convicted abortion doctor life prison dr kermit gosnell makes deal avoid facing potential dea,can'tsay
10439, THIS is why my heart goes out to transsexuals.  Parents sue S.C. hospital over child’s gender assignment surgery: http://t.co/c4nSd8kk76,heart goes transsexuals parents sue sc hospital child’ gender assignment surgery,can'tsay
10444, AP: Pa. abortion doctor won't get death sentence: http://t.co/hziiMv0rIi,ap pa abortion doctor wo death sentence,can'tsay
10447, AP: Pa. abortion doctor won't get death sentence: http://t.co/MG5S1KrrDr,ap pa abortion doctor wo death sentence,can'tsay
10451," Yeah, I'm gonna sit here and eat ramen noodles and watch Grey's, Bones, and Harry Potter for the next week until I hear from my doctor!",yeah gonna sit eat ramen noodles watch greys bones harry potter week hear doctor,can'tsay
10454," #Gosnell RT @breakingnews: Abortion doctor Kermit Gosnell, convicted of killing babies, to waive appeal, is spared death penalty - @AP",#gosnell abortion doctor kermit gosnell convicted killing babies waive appeal spared death penalty,can'tsay
10463, @ the dentist's tomorrow :) having a lil chat with the doctor about his old school days &amp; my future problem aka what I wanna do after school,dentists tomorrow lil chat doctor school days future aka wanna school,can'tsay
10470, Convicted abortion doctor gets life in prison: Dr. Kermit Gosnell makes a deal to avoid facing a potential dea... http://t.co/Nfv1ateHPE,convicted abortion doctor life prison dr kermit gosnell makes deal avoid facing potential dea,can'tsay
10471," A shame. RT @BreakingNews: Abortion doctor Kermit Gosnell, convicted of killing babies, to waive appeal, is spared death penalty - @AP",shame abortion doctor kermit gosnell convicted killing babies waive appeal spared death penalty,can'tsay
10474," .@AP I think we all know that the real issue here is letting someone with the name \Kermit\"" become an abortion doctor in the first place.""",real issue letting name kermit abortion doctor,can'tsay
10481, AP: Pa. abortion doctor won't get death sentence http://t.co/A2m36xrKQF,ap pa abortion doctor wo death sentence,can'tsay
10483, - driving with my mother .. Taking my grandmother to the hospital..,driving mother taking grandmother hospital,can'tsay
10486, My niece started having seizures last night &amp; stopped breathing.She's in the hospital and theyre trying to diagnose her. Please #PrayForEmma,niece started seizures night stopped breathingshes hospital theyre trying diagnose please #prayforemma,can'tsay
10507," when the barre health center makes an appointment for you at 4, they really mean you won't see a doctor until 5 hours later.",barre health center makes appointment mean wo doctor hours,can'tsay
10516, L.Joe's dream was to be a doctor specialized in cardiothoracic surgery.,ljoes dream doctor specialized cardiothoracic surgery,can'tsay
10522," off to the hospital to see my daddy...you can pull through this, i just know it. youre the strongest man i know ??? place <tweepy.models.Place object at 0x0292CED0> coordinates {u'type': u'Point', u'coordinates': [-72.1642714, 41.7072489]}",hospital daddyyou pull youre strongest,can'tsay
10542," Google search returns things based on (among others) popularity.  If I search for medical treatments, obsolete answers often show first.",google search returns based popularity search medical treatments obsolete answers,can'tsay
10551, Todavia no salgo del doctor Dx WTF mayne!!  &gt;.&lt;,todavia salgo del doctor dx wtf mayne gtlt,can'tsay
10564, #BenedictCumberbatch on #StarTrek as Political Film - and #doctorwho http://t.co/yy6Eb1aSzZ http://t.co/wJcGYwE9Dd,#benedictcumberbatch #startrek political film #doctorwho,can'tsay
10566," RT @BreakingNews: Abortion doctor Kermit Gosnell, convicted of killing babies, to waive appeal, is spared death penalty - @AP",abortion doctor kermit gosnell convicted killing babies waive appeal spared death penalty,can'tsay
10569, Hospital/sick,hospitalsick,can'tsay
10583, I'm watching Doctor Who (1448 are watching) http://t.co/oTjy3bqZog #GetGlue @bbcdoctorwho,watching doctor watching #getglue,can'tsay
10590, It's too hot for clothes. Mom and dad pick me up from the hospital after work since I'm gonna die of a heat stroke,hot clothes mom dad pick hospital gonna die heat stroke,can'tsay
10594, Tumblr is largely annoying anymore. It takes forever to load on my phone because 85% of my dash is made up of Doctor Who gifsets.,tumblr annoying anymore takes forever load phone dash doctor gifsets,can'tsay
10622, Convicted PA abortion doctor avoids death penalty http://t.co/Ou18hKaeMO #Gosnell,convicted pa abortion doctor avoids death penalty #gosnell,can'tsay
10632, AP: Pa. abortion doctor won't get death sentence http://t.co/eODO4mxE4w,ap pa abortion doctor wo death sentence,can'tsay
10641," UPDATE: Phila. abortion doctor Gosnell, convicted in death of 3 babies, escapes death penalty; to serve 2 life terms http://t.co/QmNmOPpmT9",update phila abortion doctor gosnell convicted death babies escapes death penalty serve life terms,can'tsay
10659, @MarceloGuitron ha the hospital i was born at in los gatos doesn't even exist anymore unfortunately! town is so small it didn't need it :(,ha hospital born los gatos exist anymore unfortunately town,can'tsay
10668, SHE'S TALKING ABOUT DOCTOR WHO ON PURPOSE,shes talking doctor purpose,can'tsay
10680," Abortion doctor wont get death penalty: cue crazies+politicians screaming for his beheading b/c thats how we respect legal system in 'Merica place <tweepy.models.Place object at 0x0292C370> coordinates {u'type': u'Point', u'coordinates': [-75.32011438, 40.01930889]}",abortion doctor wont death penalty cue craziespoliticians screaming beheading bc thats respect legal system america,can'tsay
10682, Medical class&lt;&lt;&lt;&lt;,medical classltltltlt,can'tsay
10685, BREAKING: Convicted abortion doctor Kermit #Gosnell will not get the death penalty.   http://t.co/01eiNBo1OI,breaking convicted abortion doctor kermit #gosnell death penalty,can'tsay
10691, @Barlie40 @charbhardy @custardtop @haydenkian @ali_freestone @beaverbrookes23 @popeynpelec @mrsessex48 thanx jim got in from hospital slurp,thanx jim hospital slurp,can'tsay
10692, these medical program's get me sometimes,medical programs sometimes,can'tsay
10710, I'm bout to freeze in this hospital.,bout freeze hospital,can'tsay
10773, I just want to watch doctor who and people are hogging my bandwidth. sad face,watch doctor people hogging bandwidth sad,can'tsay
10793, why not RT @NBC12: BREAKING: Convicted abortion doctor Kermit #Gosnell will not get the death penalty.  http://t.co/Vqip5CF6b5,breaking convicted abortion doctor kermit #gosnell death penalty,can'tsay
10799," #BREAKING: Abortion doctor Kermit Gosnell forgoes appeal of first-degree murder conviction, is spared death sentence",#breaking abortion doctor kermit gosnell forgoes appeal firstdegree murder conviction spared death sentence,can'tsay
10803, Disregard of Patients' Preferences Is a Medical Error | JAMA Invited Commentary by @gerimuse http://t.co/uZGZ73vosb ?@geri_doc,disregard patients preferences medical error jama invited commentary,can'tsay
10805, I'm watching Doctor Who (1447 are watching) http://t.co/4BguFrQsrT #GetGlue @bbcdoctorwho,watching doctor watching #getglue,can'tsay
10823, @_EMMA__lEE_ better than he was but he's still in the hospital and prolly will be for a little while longer. I gotta work Thursday -_-,hes hospital prolly little gotta thursday,can'tsay
10834," \@gfunnk_: @ANDRESOHYES a compliment a day keeps the .... (Help me out)\"" doctor away? Haha""",compliment day help doctor haha,can'tsay
10836, Weezy been in hospital a lot recently...... RT @Seeks_Buckville: @Tha_Root it always happens ... It happened to Whitney and Michael,weezy hospital lot recently happens happened whitney michael,can'tsay
10839," @herzi1ace why you in the hospital ? place <tweepy.models.Place object at 0x0292CF10> coordinates {u'type': u'Point', u'coordinates': [-1.13748717, 52.66193262]}",hospital,can'tsay
10858, finally the doctor comes in,finally doctor comes,can'tsay
10865, A doctor and a boor know more than a doctor alone. - German Proverb,doctor boor doctor german proverb,can'tsay
10866, AP: Pa. abortion doctor won't get death sentence. http://t.co/FcK6BWa8lM,ap pa abortion doctor wo death sentence,can'tsay
10879, Loving the doctor who joke in #Frankie just made my evening and of course u would want 11 :D,loving doctor joke #frankie evening course,can'tsay
10881, @TrentBridge1 Its all to do with fighting for justice and getting results apart from hospital Monday which went well :-),fighting justice getting results apart hospital monday,can'tsay
10888, I'm watching General Hospital (347 are watching) http://t.co/GQTM38zeS9 #GetGlue @GeneralHospital,watching hospital watching #getglue,can'tsay
