tweets,tweets,
" #natural Intravenous Vitamin C and Cancer:  Written by Ron Hunninghake, M.D. ...it takes m... http://t.co/FuIuabDrPe #medicine #society","#natural,intravenous,vitamin,cancer,written,ron,hunninghake,takes,#medicine,#society",can'tsay
 #mylife #wheelchair #braces #crutches #gloves #pads #vitamins #catheters #spinabifida #workout #Criptaedo #karate http://t.co/XbdMxdDypA,"#mylife,#wheelchair,#braces,#crutches,#gloves,#pads,#vitamins,#catheters,#spinabifida,#workout,#criptaedo,#karate",can'tsay
 #monsterdrink #rehab #yummy http://t.co/LPkCTyaCXX,"#monsterdrink,#rehab,#yummy",can'tsay
 #mommytobe #cantwait #peanut #ultrasound #preggo #love http://t.co/XHRB2n5Uso,"#mommytobe,#cantwait,#peanut,#ultrasound,#preggo,#love",can'tsay
 #mentalhealth  been to emerg with one of the kids 7 times over the past 5 wks for MH issues....can we see a problem here?,"#mentalhealth,emerg,kids,times,past,wks,mh,issues",can'tsay
 #Medicine is amazing. I survived a massive facial injury &amp; love to hear these stories... Face #transplant in Poland thttp://huff.to/1a6eWPl”,"#medicine,amazing,survived,massive,facial,injury,love,hear,stories,#transplant,poland,thttp,huff",can'tsay
 #medicine #sad #lol http://t.co/mo96m2Iqdo,"#medicine,#sad,#lol",can'tsay
 #medicine - face transplant - Polish man gets quick face transplant after injury http://t.co/O9jG1Rb1Z9,"#medicine,transplant,polish,quick,transplant,injury",can'tsay
" #Medical REF13/84 Legal Coordinator, Clerk Grade 7/8, Health Professional Councils Authority: Poste... http://t.co/xnlNWsJd3O #Job #Jobs","#medical,ref13,legal,coordinator,clerk,grade,health,professional,councils,authority,poste,#job,#jobs",can'tsay
" #Medical REF13/84 Legal Coordinator, Clerk Grade 7/8, Health Professional Councils Authority: Poste... http://t.co/WjUFzEGKMc #Job #Jobs","#medical,ref13,legal,coordinator,clerk,grade,health,professional,councils,authority,poste,#job,#jobs",can'tsay
" #Medical REF13/84 Legal Coordinator, Clerk Grade 7/8, Health Professional Councils Authority: Poste... http://t.co/k3xltgFq93 #Job #Jobs","#medical,ref13,legal,coordinator,clerk,grade,health,professional,councils,authority,poste,#job,#jobs",can'tsay
" #Medical REF13/84 Legal Coordinator, Clerk Grade 7/8, Health Professional Councils Authority: Poste... http://t.co/ggnVM46bpR #Job #Jobs","#medical,ref13,legal,coordinator,clerk,grade,health,professional,councils,authority,poste,#job,#jobs",can'tsay
" #Medical REF13/84 Legal Coordinator, Clerk Grade 7/8, Health Professional Councils Authority: Poste... http://t.co/9qLBCHRFmm #Job #Jobs","#medical,ref13,legal,coordinator,clerk,grade,health,professional,councils,authority,poste,#job,#jobs",can'tsay
" #Marijuana makes u laugh, nd laughtr is d best #Medicine deafo, #Marijuana=d best #Medicine..SUBHA BUKHAR #PAKISTAN -_-","#marijuana,makes,laugh,nd,laughtr,#medicine,deafo,#marijuana,#medicine,subha,bukhar,#pakistan",can'tsay
 #longbeachicedtea #extrastrong #itsmylast #for2weeks #oralsurgery  #cpk #onthetable @ California Pizza… http://t.co/HOVRrbskoS,"#longbeachicedtea,#extrastrong,#itsmylast,#for2weeks,#oralsurgery,#cpk,#onthetable,california,pizza…",can'tsay
" #joke A Masochist asks a Sadist, \Please hurt me.\""  \""No","#joke,masochist,sadist,please,hurt",can'tsay
" #IRVING , TX #Nursing #Job: RN at Baylor Health Care System http://t.co/vTZNB0k5pB #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x01EB42F0> coordinates {u'type': u'Point', u'coordinates': [-96.9488945, 32.8140177]}","#irving,tx,#nursing,#job,rn,baylor,health,care,system,#jobs,#tweetmyjobs,type",can'tsay
" #IRVING , TX #Nursing #Job: Registered Nurse at Baylor Health Care System http://t.co/nzz6zEo3tN #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x025611F0> coordinates {u'type': u'Point', u'coordinates': [-96.9488945, 32.8140177]}","#irving,tx,#nursing,#job,registered,nurse,baylor,health,care,system,#jobs,#tweetmyjobs,type",can'tsay
 #iPhone App Trains #Doctors in #Bedside #Ultrasound #Exams http://t.co/NxuxLKLJGs via @zite,"#iphone,app,trains,#doctors,#bedside,#ultrasound,#exams,via",can'tsay
" #Indigo children #therapy, #self growth, #soul growth, I do therapy and readings so you can choose either or do both. You grow every time u","#indigo,children,#therapy,#self,growth,#soul,growth,therapy,readings,choose,grow,time",can'tsay
 #I #love #them #endlessly #seniors http://t.co/j9L8UwpVz6,"#,#love,#,#endlessly,#seniors",can'tsay
 #Hormones are produced and stored in #Glands and #organs #Metabolic #Processes #Human #Body #Medicine #Health #DNA http://t.co/FWECVPK1rp,"#hormones,produced,stored,#glands,#organs,#metabolic,#processes,#human,#body,#medicine,#health,#dna",can'tsay
 #Hormones are produced and stored in #Glands and #organs #Metabolic #Processes #Human #Body #Medicine #Health #DNA http://t.co/FWECVPK1rp,"#hormones,produced,stored,#glands,#organs,#metabolic,#processes,#human,#body,#medicine,#health,#dna",can'tsay
" #helpsource  offers a wide range of medical services such as nursing care, #physicaltherapy and #occupationaltherapy http://t.co/xziPUDLjEl","#helpsource,offers,wide,range,medical,services,nursing,care,#physicaltherapy,#occupationaltherapy",can'tsay
 #health #pharmacy Kimberly Kane gets fucked and a big facial cumshot: Kimberly Kane Kimberly Kane Facial http://t.co/hUdEQM24cJ #medecine,"#health,#pharmacy,kimberly,kane,fucked,facial,cumshot,kimberly,kane,kimberly,kane,facial,#medecine",can'tsay
" #health #longevity #disease #nhs Women Have A More Powerful Immune System Than Men, http://t.co/vBbLqpdev8","#health,#longevity,#disease,#nhs,women,powerful,immune,system",can'tsay
" #health #longevity #disease #nhs Women Have A More Powerful Immune System Than Men, http://t.co/vBbLqpdev8","#health,#longevity,#disease,#nhs,women,powerful,immune,system",can'tsay
" #health #longevity #disease #nhs Women Have A More Powerful Immune System Than Men, http://t.co/U3WbbNlSde","#health,#longevity,#disease,#nhs,women,powerful,immune,system",can'tsay
" #health #longevity #disease #nhs Women Have A More Powerful Immune System Than Men, http://t.co/U3WbbNlSde","#health,#longevity,#disease,#nhs,women,powerful,immune,system",can'tsay
" #health #longevity #disease #nhs Women Have A More Powerful Immune System Than Men, http://t.co/0MUqeqBUG6","#health,#longevity,#disease,#nhs,women,powerful,immune,system",can'tsay
" #health #longevity #disease #nhs Women Have A More Powerful Immune System Than Men, http://t.co/0MUqeqBUG6","#health,#longevity,#disease,#nhs,women,powerful,immune,system",can'tsay
" #GRAPEVINE , TX #Nursing #Job: RN at Baylor Health Care System http://t.co/IMyOhyvKgb #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x01D82C70> coordinates {u'type': u'Point', u'coordinates': [-97.0780654, 32.9342919]}","#grapevine,tx,#nursing,#job,rn,baylor,health,care,system,#jobs,#tweetmyjobs,type",can'tsay
 #graduation #friends #usu #medical @iratadika @felicia_oei @Merda_Chen @anna_p_g http://t.co/UFc9PY4nYy,"#graduation,#friends,#usu,#medical,oei,chen",can'tsay
 #GIVEAWAY from @dermagist over at @MudpiesandTiara ! #Win the Complete Rejuvenation System #skincare http://t.co/ufIDXx1roE,"#giveaway,#win,complete,rejuvenation,system,#skincare",can'tsay
 #GIVEAWAY from @dermagist over at @MudpiesandTiara ! #Win the Complete Rejuvenation System #skincare http://t.co/qrjwAmqTGZ,"#giveaway,#win,complete,rejuvenation,system,#skincare",can'tsay
 #GIVEAWAY from @dermagist over at @MudpiesandTiara ! #Win the Complete Rejuvenation System #skincare http://t.co/Nh0ZZooq23,"#giveaway,#win,complete,rejuvenation,system,#skincare",can'tsay
 #GIVEAWAY from @dermagist over at @MudpiesandTiara ! #Win the Complete Rejuvenation System #skincare http://t.co/Lv0F6Et6WV,"#giveaway,#win,complete,rejuvenation,system,#skincare",can'tsay
 #GIVEAWAY from @dermagist over at @MudpiesandTiara ! #Win the Complete Rejuvenation System #skincare http://t.co/Lv0F6Et6WV,"#giveaway,#win,complete,rejuvenation,system,#skincare",can'tsay
 #GIVEAWAY from @dermagist over at @MudpiesandTiara ! #Win the Complete Rejuvenation System #skincare http://t.co/iJLz1X576q,"#giveaway,#win,complete,rejuvenation,system,#skincare",can'tsay
 #GIVEAWAY from @dermagist over at @MudpiesandTiara ! #Win the Complete Rejuvenation System #skincare http://t.co/ezujvlimSg,"#giveaway,#win,complete,rejuvenation,system,#skincare",can'tsay
 #GIVEAWAY from @dermagist over at @MudpiesandTiara ! #Win the Complete Rejuvenation System #skincare http://t.co/ezujvlimSg,"#giveaway,#win,complete,rejuvenation,system,#skincare",can'tsay
 #GIVEAWAY from @dermagist over at @MudpiesandTiara ! #Win the Complete Rejuvenation System #skincare http://t.co/AKKCTRiEdT,"#giveaway,#win,complete,rejuvenation,system,#skincare",can'tsay
" #Frantic #flight booking, 2 hrs of #agonizing pain sitting in a #wheelchair &amp; two #Vicodins later - I'm ready for #takeoff! #LaxToDia","#frantic,#flight,booking,hrs,#agonizing,pain,sitting,#wheelchair,#vicodins,ready,#takeoff,#laxtodia",can'tsay
" #FF @InBalanceLM, a #nutrition #expert who walks the walk and is #TheRealDeal.  My mom's known her 4, like, 175 dog years so no #BS, really!","#ff,#nutrition,#expert,walks,walk,#therealdeal,mom,dog,#bs",can'tsay
 #Family #Medical #Care http://t.co/89putE0BCR Family Medical Care: A Design for Health Maintenance,"#family,#medical,#care,family,medical,care,design,health,maintenance",can'tsay
 #DiamondLaneMusicGroup RT @ItsaPROBLEM: S/O to @iamdiddy for that #Rehab love #LikeWhaaat #DLMG,"#diamondlanemusicgroup,#rehab,love,#likewhaaat,#dlmg",can'tsay
" #DENTON , TX #Nursing #Job: Registered Nurse at Baylor Health Care System http://t.co/Rt6ItTN6CB #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x02791750> coordinates {u'type': u'Point', u'coordinates': [-97.1330683, 33.2148412]}","#denton,tx,#nursing,#job,registered,nurse,baylor,health,care,system,#jobs,#tweetmyjobs,type",can'tsay
" #DALLAS , TX #Nursing #Job: Registered Nurse at Baylor Health Care System http://t.co/NmpqN9CcDO #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x0256FF50> coordinates {u'type': u'Point', u'coordinates': [-96.769923, 32.802955]}","#dallas,tx,#nursing,#job,registered,nurse,baylor,health,care,system,#jobs,#tweetmyjobs,type",can'tsay
" #DALLAS , TX #Nursing #Job: Registered Nurse at Baylor Health Care System http://t.co/LZTJ7n7Jxz #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x01EF3D10> coordinates {u'type': u'Point', u'coordinates': [-96.769923, 32.802955]}","#dallas,tx,#nursing,#job,registered,nurse,baylor,health,care,system,#jobs,#tweetmyjobs,type",can'tsay
 #Chiropractic #Alternative #Medical approach to #Healing #Nervous #System #Skeletal structure #Spine #Pain #Nerves http://t.co/ZrzKEidRFD,"#chiropractic,#alternative,#medical,approach,#healing,#nervous,#system,#skeletal,structure,#spine,#pain,#nerves",can'tsay
" #CARROLLTON , TX #Nursing #Job: Registered Nurse at Baylor Health Care System http://t.co/To1i8nzKGz #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x0256FF10> coordinates {u'type': u'Point', u'coordinates': [-96.8899636, 32.9756415]}","#carrollton,tx,#nursing,#job,registered,nurse,baylor,health,care,system,#jobs,#tweetmyjobs,type",can'tsay
" #CAMH #SCAMH: The Wit and Wisdom of UNCLE PAUL GARFINKEL, aka UNCLE $CAMH http://t.co/Tx78ZHW90r #mentalhealth #PR #BS #MadPRIDE #TORONTO","#camh,#scamh,wit,wisdom,uncle,paul,garfinkel,aka,uncle,camh,#mentalhealth,#pr,#bs,#madpride,#toronto",can'tsay
" #CAMH #SCAMH Wit and Wisdom of \UNCLE\"" Paul Garfinkel #SCHIZOPHRENIA the #CANCER of #PSYCHIATRY http://t.co/dLZ3jizevq #TORONTO""","#camh,#scamh,wit,wisdom,uncle,paul,garfinkel,#schizophrenia,#cancer,#psychiatry,#toronto",can'tsay
 #California exchange to include 13 #healthplans - #PPACA #healthcare @benefits_pro @consumersunion @cu_calhealth  http://t.co/5fAoWxTCCo,"#california,exchange,include,#healthplans,#ppaca,#healthcare,pro,calhealth",can'tsay
 #brewer #game #senior #skip #day #love #dollarhotdogs #ben #happy http://t.co/VSEvI7Xtns,"#brewer,#game,#senior,#skip,#day,#love,#dollarhotdogs,#ben,#happy",can'tsay
 #Bill would require #MentalHealth checkup every 6 months for deployed #troops | Army Times | http://t.co/vZ0ZOq12As http://t.co/wK0a8qISRV,"#bill,require,#mentalhealth,checkup,months,deployed,#troops,army,times",can'tsay
" #AmericanPA Zachary Leonard, PA-C recent grad reflects on the American Health Care System: http://t.co/MEd9fY1wmK #PhysicianAssistants","#americanpa,zachary,leonard,pa,recent,grad,reflects,american,health,care,system,#physicianassistants",can'tsay
 #ALcutoutandkeep Hot water &amp; lemon juice on waking: Stimulates the digestive system Cleanses the lymphatic system Provides vit C #nutrition,"#alcutoutandkeep,hot,water,lemon,juice,waking,stimulates,digestive,system,cleanses,lymphatic,system,provides,vit,#nutrition",can'tsay
 #ACOTUP Board of Directors meeting today.  #occupationalTherapy http://t.co/qtwSKKx5cx,"#acotup,board,directors,meeting,#occupationaltherapy",can'tsay
 #Abortionists fight tooth and nail to keep Women from seeing the #ultrasound of their unborn baby -- because they... http://t.co/9syWWhCes6,"#abortionists,fight,tooth,nail,women,seeing,#ultrasound,unborn,baby",can'tsay
 #2days #graduation #seniors http://t.co/IuATwDCNJp,"#2days,#graduation,#seniors",can'tsay
 #2013 #Seniors #Sisterhood http://t.co/fM5Jk26lmb,"#2013,#seniors,#sisterhood",can'tsay
