tweets,cleaned tweets,
 Officially started marathon training today #getfit #goalforthesummer,"officially,started,marathon,training,#getfit,#goalforthesummer",Medical
 Official Resources for Meaningful Use: Know the Federal Entities Supporting Meaningful Use Chuck Pen... http://t.co/AMHotfdfBi #healthIT,"official,resources,meaningful,federal,entities,supporting,meaningful,chuck,pen,#healthit",Medical
 Official Resources for Meaningful Use... http://t.co/dd8DSvPq7o #meaningfuluse #ehr,"official,resources,meaningful,#meaningfuluse,#ehr",Medical
 Official #PA daily credits #Israel’s Hadassah #hospital's treatment of #Palestinians - http://t.co/im2LjECjhG,"official,#pa,daily,credits,#israel’,hadassah,#hospital,treatment,#palestinians",Medical
" Off you go, do a quick check!! http://t.co/I3WLoyy4ze #BoobieWeds #KickCancer","quick,check,#boobieweds,#kickcancer",Medical
 Off to work to earn blingdom for my kingdom. #dental #hygienists,"earn,blingdom,kingdom,#dental,#hygienists",Medical
 Off to work Night shift #Hospital,"night,shift,#hospital",Medical
 off to the hospital selfies ? #hospital #visitingdad #family #love #dad #getbettersoon #loveyou… http://t.co/KWIYKpmmgs,"hospital,selfies,#hospital,#visitingdad,#family,#love,#dad,#getbettersoon,#loveyou…",Medical
 Off to the hospital #hospital #getwellsoon #food #drink #crisps #poorly to majid  http://t.co/Rhvdj9nRmc,"hospital,#hospital,#getwellsoon,#food,#drink,#crisps,#poorly,majid",Medical
 Off to the doctors. /: #sick #sorethroat #badcough #ew #stayedhome #doctors http://t.co/tJSkDyBZII,"doctors,#sick,#sorethroat,#badcough,#ew,#stayedhome,#doctors",Medical
" Off to the dentist, in Hertfordshire.. #fml #emptyplatform #dentist #trains #bw http://t.co/tgA5kvaxD4","dentist,hertfordshire,#fml,#emptyplatform,#dentist,#trains,#bw",Medical
 Off to the dentist - Screw the dentist!!! #dentist #teeth #screwit #niceweather,"dentist,screw,dentist,#dentist,#teeth,#screwit,#niceweather",Medical
 Off to the #gym #newsneakers #getfit #workitout http://t.co/0yGRea7TGr,"#gym,#newsneakers,#getfit,#workitout",Medical
 Off to the #dentist we go :) http://t.co/Ab67ccbCXB,#dentist,Medical
 Off to Silkstone Golf Club to 'touch base' ahead of Lifetime sponsored golf day on Friday #hospice,"silkstone,golf,club,touch,base,ahead,lifetime,sponsored,golf,day,friday,#hospice",Medical
 Off to school!!! #TagsForLikes #TFLers #doctorwho #dw #dalek #darleks #doctor #who #sonicscrewdriver… http://t.co/o2CsBXYP9c,"school,#tagsforlikes,#tflers,#doctorwho,#dw,#dalek,#darleks,#doctor,#,#sonicscrewdriver…",Medical
 Off to my 2nd 5km... Lord give me strength...#GetFit,"lord,strength,#getfit",Medical
 Off to have sone needles stuck in my skin #acupuncture ouch,"sone,needles,stuck,skin,#acupuncture,ouch",Medical
 Off to get a root canal fml... #dentist #pain #scared #fuck #please #dont #be #bad,"root,canal,fml,#dentist,#pain,#scared,#fuck,#please,#dont,#,#bad",Medical
 Off to a prenatal visit ~ Tanashia #doula,"prenatal,visit,tanashia,#doula",Medical
 Off into London to get a couple of teeth ripped out my head... :/ #dentist #ScaryStuff,"london,couple,teeth,ripped,head,#dentist,#scarystuff",Medical
" Off for my, er, fourth @pizzaexpress #glutenfree pizza so far this month.  #nothooked #couldstopanytime","er,fourth,#glutenfree,pizza,month,#nothooked,#couldstopanytime",Medical
" Of the calls after my vacation 85% have needed our services, and one of them is even dead. Guess I'll have to get Florence back... #EMS","calls,vacation,services,dead,guess,florence,#ems",Medical
 Of course. The tornado sirens go off when I get my I.V. #pricked #painful #Hospital,"course,tornado,sirens,#pricked,#painful,#hospital",Medical
 Of course this clinic would take place AFTER I pay all of my student loans back... #healthcare #freehealthcare #itsexpensivejusttobesick,"course,clinic,pay,student,loans,#healthcare,#freehealthcare,#itsexpensivejusttobesick",Medical
" Of course the social media talk is in a random lecture hall 6. Not easy to find!  Must be social to find  #KchSoMe #foamed place <tweepy.models.Place object at 0x01EF36B0> coordinates {u'type': u'Point', u'coordinates': [-73.94533042, 40.6557624]}","course,social,media,talk,random,lecture,hall,easy,social,#kchsome,#foamed,type",Medical
 Of all doctor visits I hate the #Dentist the most,"doctor,visits,hate,#dentist",Medical
 Ode to #EMR in song format: http://t.co/neWmZaYTBH #EHR #healthIT #hitpol #hitsm #hcr,"ode,#emr,song,format,#ehr,#healthit,#hitpol,#hitsm,#hcr",Medical
 Odds are someone w/11-15yrs to #retirement is most concerned about paying #healthcare costs   http://t.co/NDG9mpYO7a place <tweepy.models.Place object at 0x01F33830>,"odds,#retirement,concerned,paying,#healthcare,costs",Medical
" OCHSNER HEART AND VASCULAR INSTITUTE, NONINVASIVE CARDIOLOGIST - Baton Rouge, Louisiana - Ochsner Clinic #cardiology http://t.co/mnnsNLqb4b","ochsner,heart,vascular,institute,noninvasive,cardiologist,baton,rouge,louisiana,ochsner,clinic,#cardiology",Medical
 Ocean Dental http://t.co/X0pkbwyG3n #cosmetic #dental #dentist #manchester,"ocean,dental,#cosmetic,#dental,#dentist,#manchester",Medical
 Observatory: Oyster Shells Are an Antacid to the Oceans  #gratefulmed http://t.co/BLLtoeJzW2,"observatory,oyster,shells,antacid,oceans,#gratefulmed",Medical
 Obesity in India spurs surgery boom http://t.co/E9ErRoryFz @duflotvaleria #meded #bariatric #obesity #surgery @asmbs @amcollsurgeons,"obesity,india,spurs,surgery,boom,#meded,#bariatric,#obesity,#surgery",Medical
" Obamacare: 3 years in, it faces steep climb http://t.co/zxqVXM48eh via @coshtribune #aca #ppaca #healthreform #obamacare","obamacare,steep,climb,via,#aca,#ppaca,#healthreform,#obamacare",Medical
 ObamaCare Rollout: How Not to Attract “The Young Invincibles” « naked capitalism http://t.co/dA1QjBk7LI #ACA #HCR,"obamacare,rollout,attract,invincibles,naked,capitalism,#aca,#hcr",Medical
 Obamacare Premiums 47% Higher But Deductibles 27% Lower Than Grandfathered Health Plans; Obamacare Lies: http://t.co/TwcDYjJxUB #dnc #hhs,"obamacare,premiums,deductibles,lower,grandfathered,health,plans,obamacare,lies,#dnc,#hhs",Medical
 ObamaCare Could Reduce Employee #HealthInsurance Benefits | #PPACA http://t.co/NqPnxZb2Qj,"obamacare,reduce,employee,#healthinsurance,benefits,#ppaca",Medical
 Obama Renews Campaign for Healthcare Law - Please RT http://t.co/KSZ3GEUGmv  #Healthcare #Obamacare,"obama,renews,campaign,healthcare,law,please,#healthcare,#obamacare",Medical
 Obama Healthcare Program Proving Too Costly - Please RT http://t.co/znwL2KsO6J  #Healthcare #Obamacare,"obama,healthcare,program,proving,costly,please,#healthcare,#obamacare",Medical
" NYT: Heinrich Rohrer, Physicist, Dies at 79; Helped Open Door to #Nanotech http://t.co/woUEHAnQFw #biotech #pharma","nyt,heinrich,rohrer,physicist,dies,helped,door,#nanotech,#biotech,#pharma",Medical
" NYT: Heinrich Rohrer, Physicist, Dies at 79; Helped Open Door to #Nanotech http://t.co/AzZe5aXCix #biotech #pharma","nyt,heinrich,rohrer,physicist,dies,helped,door,#nanotech,#biotech,#pharma",Medical
" NY picks #PHR portal vendor. Intriguing, but is it too early to ask about adoption?  http://t.co/m7klOP3BJ2 #MU2 #EHR #EMR #NYeC #Smallbiz","ny,picks,#phr,portal,vendor,intriguing,adoption,#mu2,#ehr,#emr,#nyec,#smallbiz",Medical
 Nutella Exemplifies How Not to Use Social Media http://t.co/6XIhLK8k06  #hcsmeu #socpharm #pharmamktg,"nutella,exemplifies,social,media,#hcsmeu,#socpharm,#pharmamktg",Medical
 Nurses will never adopt your technology if the #usability sucks!  http://t.co/qj5jEV0hk7  #ehr #ux,"nurses,adopt,technology,#usability,sucks,#ehr,#ux",Medical
 Nurses say ACA does not address what is really driving up healthcare costs. #ACA #HCR http://t.co/Sb2obWwBsP,"nurses,aca,address,driving,healthcare,costs,#aca,#hcr",Medical
 Nurses from #RouenCHU Hospital learning about wellness programs today at #ClevelandClinic.  Global collaboration! http://t.co/OOzPqpG0Za,"nurses,#rouenchu,hospital,learning,wellness,programs,#clevelandclinic,global,collaboration",Medical
 Nurse-patient interactions have a significant impact on a hospital's bottom line. http://t.co/Yq59mD5VHs #HCAHPS http://t.co/ttEtt1Pfbb,"nurse,patient,interactions,significant,impact,hospital,bottom,line,#hcahps",Medical
 Nurse-patient interactions have a significant impact on a hospital's bottom line via @healthleaders #HCAHPS http://t.co/BWoIQDOyjP,"nurse,patient,interactions,significant,impact,hospital,bottom,line,via,#hcahps",Medical
 Nurse: Nursing Qualifications - Aspiring to be a nurse? There is... http://t.co/tPSelzlKRu #healthcare,"nurse,nursing,qualifications,aspiring,nurse,#healthcare",Medical
 Numb mouth.. #dentist ??,"numb,mouth,#dentist",Medical
 Numb mouth. #dentist #cavity https://t.co/dve1U8mjOn,"numb,mouth,#dentist,#cavity,https,dve1u8mjon",Medical
 NRHA: rural areas are lacking palliative care http://t.co/fgH3dUMfv4  - #hospice,"nrha,rural,lacking,palliative,care,#hospice",Medical
 NPS Pharmaceuticals Prices Public Offering of Common Stock http://t.co/KRiFeMcypr #biotech,"nps,pharmaceuticals,prices,public,offering,common,stock,#biotech",Medical
" NPS Pharmaceuticals Announces Proposed Public Offering of 6,000,000 Shares of its Common Stock http://t.co/INRbw3MeSf #biotech","nps,pharmaceuticals,announces,proposed,public,offering,shares,common,stock,#biotech",Medical
 NOW: Talking with @YourFamilyDoc about this week's events in Oklahoma City #FMREvolution http://t.co/o1fJCi1uSX,"talking,week,events,oklahoma,city,#fmrevolution",Medical
 NOW! Live convo with @JeffKLO of @vivelohoy w @ILHealthmatters on our new #dataviz of #HCR in #Illinois http://t.co/P65i8HNWvF #LRI2013,"live,convo,#dataviz,#hcr,#illinois,#lri2013",Medical
 Now you can watch Critical Condition on the GO! http://t.co/q0z6OmWSNz #Healthcare #Technology #Medical,"watch,critical,condition,#healthcare,#technology,#medical",Medical
 Now the Unions are Complaining About #Obamacare http://t.co/wD1bo6Bc9e @BTLaw_News #law #healthcare,"unions,complaining,#obamacare,news,#law,#healthcare",Medical
 Now the Unions are Complaining About #Obamacare http://t.co/PwoA6SVkNk @BTLaw_News #law #healthcare,"unions,complaining,#obamacare,news,#law,#healthcare",Medical
 Now that's an idea...chocolate 'filling' at the #Dentist office. http://t.co/BjkTpefkea  #dallas,"idea,chocolate,filling,#dentist,office,#dallas",Medical
 Now sitting in doctors with the missus. - pains in the neck - defo a pain in the neck #bored #killmenow #chester #doctors  #hatethisplace,"sitting,doctors,missus,pains,neck,defo,pain,neck,#bored,#killmenow,#chester,#doctors,#hatethisplace",Medical
 Now showing @RochesterRHIO video illustrating use of #HIE in emergency departments,"video,illustrating,#hie,emergency,departments",Medical
 Now offering Skype appointments http://t.co/ekEcMYfXgW #psychotherapy #Florida #Broward #healthcare #therapy,"offering,skype,appointments,#psychotherapy,#florida,#broward,#healthcare,#therapy",Medical
 Now is the time to bring a fresh user experience to health apps!  #healthtech #xboxone #kinect http://t.co/PTfwt2s0kn,"time,bring,fresh,user,experience,health,apps,#healthtech,#xboxone,#kinect",Medical
" Now Hiring: Sr. Healthcare Project Manager (PMP) in Denver, CO http://t.co/dE50zybpku #job #healthcare #pmp","hiring,sr,healthcare,project,manager,pmp,denver,#job,#healthcare,#pmp",Medical
" Now Hiring: #HEALTHCARE, #CONSTRUCTION, #RAIL RECRUITMENT CONSULTANTS in London, United Kingdom http://t.co/VM5wwc9jKI #job","hiring,#healthcare,#construction,#rail,recruitment,consultants,london,united,kingdom,#job",Medical
 Now here's a surprise: Healthcare Innovation Council Cites 2 Reasons Why EHRs Fail to Deliver http://t.co/h9Dcv2mana #EHR #EHRBacklash #hcsm,"surprise,healthcare,innovation,council,cites,reasons,ehrs,fail,deliver,#ehr,#ehrbacklash,#hcsm",Medical
 Novel Medicine For The Treatment Of Chronic Wounds http://t.co/cSfIzlm4Gk #Dermatology,"novel,medicine,treatment,chronic,wounds,#dermatology",Medical
 Novel Medicine For The Treatment Of Chronic Wounds http://t.co/caS88xn9nx #dermatology,"novel,medicine,treatment,chronic,wounds,#dermatology",Medical
" Novel #Coronavirus - #Multistate - Severe #respiratory #syndrome (#ECDC/CDTR, May 22 2013, edited) @FluTrackers http://t.co/yid8k3oKI1","novel,#coronavirus,#multistate,severe,#respiratory,#syndrome,#ecdc,cdtr,edited",Medical
 Novation’s Nat'l Group Buys Drive Down #HealthCare Costs-Offering #Hospitals Up to 71% Savings on Cap Equipmt http://t.co/ywA3UzZJfp,"novation’,nat,buys,drive,#healthcare,costs,offering,#hospitals,savings,cap,equipmt",Medical
 Novartis wins third NICE recommendation for Lucentis http://t.co/d0T9bKutMJ #pharma #heor,"novartis,wins,third,nice,recommendation,lucentis,#pharma,#heor",Medical
" Novacane: numb the pain, numb the pain #dentist","novacane,numb,pain,numb,pain,#dentist",Medical
 Nothing will top when we overnighted @ dulles enroute from medtrade #hmenews,"top,overnighted,dulles,enroute,medtrade,#hmenews",Medical
 nothing screams safety like getting a Facebook company to inject you with needles. #botox #lipfillers #toteslegit,"screams,safety,getting,facebook,company,inject,needles,#botox,#lipfillers,#toteslegit",Medical
 Nothing makes me feel sexier than stripping down and having a man check my body for imperfections with a magnifying glass. #dermatologist,"makes,feel,sexier,stripping,check,body,imperfections,magnifying,glass,#dermatologist",Medical
 Nothing loke being in emerg! #hospital,"loke,emerg,#hospital",Medical
 nothing like having the whole left side of your mouth numbed. #fillings #dentist #numb,"left,mouth,numbed,#fillings,#dentist,#numb",Medical
 Nothing like an early dilation! #eye #doctor,"dilation,#eye,#doctor",Medical
 Nothing like a good workout to make you feel better about yourself. #getfit????,"workout,feel,#getfit",Medical
 Nothing like a few needles in the lower back to end the day. #acupuncture,"needles,lower,day,#acupuncture",Medical
" Nothing liberates our greatness like the desire to help, the desire to serve. - Marianne Williamson #quote #helpingothers #clinicaltrials","liberates,greatness,desire,help,desire,serve,marianne,williamson,#quote,#helpingothers,#clinicaltrials",Medical
 Nothing better then an early workout sesh #getfit #finess ????????????,"workout,sesh,#getfit,#finess",Medical
 Nothing beats support from your family #HIE Dont feel alone &lt;3,"beats,support,family,#hie,dont,feel,lt",Medical
 Nothin like Kyle singing bohemian rhapsody on the way home #doctors #hometime,"nothin,kyle,singing,bohemian,rhapsody,home,#doctors,#hometime",Medical
 Notes &amp; Quotes for May 20 http://t.co/hwjTNMMjkB  - #hospice,"notes,quotes,#hospice",Medical
" Note to self for later this week: #research #Canadian #healthcare system: why are costs cheaper than in US w/ more coverage? #FreeHealthcare place <tweepy.models.Place object at 0x01E33610> coordinates {u'type': u'Point', u'coordinates': [-87.69898875, 41.87788659]}","note,self,week,#research,#canadian,#healthcare,system,costs,cheaper,coverage,#freehealthcare,type",Medical
 Note to self don't attempt to drink out of a can after having novocaine #spitdietcokealloverpants #dentist #nocontrol,"note,self,attempt,drink,novocaine,#spitdietcokealloverpants,#dentist,#nocontrol",Medical
 Not too late to get a proxy vote for the BDA AGM June 10th at http://t.co/PLiRlwNCsI #UsaeYourVote #BDA #Dietitian http://t.co/WGMs22bTIA,"late,proxy,vote,bda,agm,june,#usaeyourvote,#bda,#dietitian",Medical
" Not to mention, as I said before, May I'd #BrainTumor awareness month. &amp; it is #bioethics week too.","mention,#braintumor,awareness,month,#bioethics,week",Medical
 Not the best way to do it! #dentist #lasvegas #health #insurance #smile #teeth http://t.co/WDaYzMvdkw,"#dentist,#lasvegas,#health,#insurance,#smile,#teeth",Medical
 Not Surprising MI Beaumont-HF Merger Off. now Beaumont-Oakwood or McLaren? http://t.co/eN9qESZHHy #ACA #HealthCare http://t.co/90oFwQizRC,"surprising,mi,beaumont,hf,merger,beaumont,oakwood,mclaren,#aca,#healthcare",Medical
 Not Surprising MI Beaumont-HF Merger Off. now Beaumont-Oakwood or McLaren?  http://t.co/2o1Hli0qMl #ACA  #HealthCare,"surprising,mi,beaumont,hf,merger,beaumont,oakwood,mclaren,#aca,#healthcare",Medical
 Not sure I get the logic exactly -&gt; why should we create 'courses' for point of care learning? http://t.co/h0lxZqNHC7 #meded #CMEchat,"logic,exactly,gt,create,courses,care,learning,#meded,#cmechat",Medical
 Not sure I could wear these from @BowelCancerAust You might  all in the name of raising awareness about #bowelcancer http://t.co/3jrOLAqJjA,"wear,name,raising,awareness,#bowelcancer",Medical
