ApplNo	ProductNo	Form	Dosage	ProductMktStatus	TECode	ReferenceDrug	drugname	activeingred
020067	003	TABLET, DELAYED RELEASE; ORAL	500MG	1	AB	1	EC-NAPROSYN	NAPROXEN
020068	001	INJECTABLE; INJECTION	2.4GM/100ML	1	AP	1	FOSCAVIR	FOSCARNET SODIUM
020070	001	CAPSULE; ORAL	EQ 10MG BASE	3		0	COGNEX	TACRINE HYDROCHLORIDE
020070	002	CAPSULE; ORAL	EQ 20MG BASE	3		0	COGNEX	TACRINE HYDROCHLORIDE
020070	003	CAPSULE; ORAL	EQ 30MG BASE	3		0	COGNEX	TACRINE HYDROCHLORIDE
020070	004	CAPSULE; ORAL	EQ 40MG BASE	3		0	COGNEX	TACRINE HYDROCHLORIDE
020071	001	TABLET; ORAL-21	0.15MG;0.03MG	3		0	DESOGEN	DESOGESTREL; ETHINYL ESTRADIOL
020071	002	TABLET; ORAL-28	0.15MG;0.03MG	1	AB	0	DESOGEN	DESOGESTREL; ETHINYL ESTRADIOL
020073	001	INJECTABLE; INJECTION	1MG/10ML (0.1MG/ML)	1	AP	1	ROMAZICON	FLUMAZENIL
020073	002	INJECTABLE; INJECTION	0.5MG/5ML (0.1MG/ML)	1	AP	0	ROMAZICON	FLUMAZENIL
020074	001	INJECTABLE; INJECTION	5MG in 10ML VIALS	1		0	HALOPERIDOL	HALOPERIDOL
020075	001	INJECTABLE; INTRATHECAL	0.5MG/ML	1	AP	1	LIORESAL	BACLOFEN
020075	002	INJECTABLE; INTRATHECAL	2MG/ML	1	AP	1	LIORESAL	BACLOFEN
020075	003	INJECTABLE; INTRATHECAL	0.05MG/ML	1	AP	1	LIORESAL	BACLOFEN
020076	001	Film, Extended Release; Transdermal	7MG/24HR	3		0	HABITROL	NICOTINE
020076	002	Film, Extended Release; Transdermal	14MG/24HR	3		0	HABITROL	NICOTINE
020076	003	Film, Extended Release; Transdermal	21MG/24HR	3		0	HABITROL	NICOTINE
020076	004	FILM, EXTENDED RELEASE; TRANSDERMAL	7MG/24HR	2		1	HABITROL	NICOTINE
020076	005	FILM, EXTENDED RELEASE; TRANSDERMAL	14MG/24HR	2		1	HABITROL	NICOTINE
020076	006	FILM, EXTENDED RELEASE; TRANSDERMAL	21MG/24HR	2		1	HABITROL	NICOTINE
020079	001	SOLUTION; IRRIGATION	0.154MG/ML;0.92MG/ML;0.184MG/ML;0.2MG/ML;0.38MG/ML;2.1MG/ML;7.14MG/ML;0.42MG/ML	1	AT	1	ENDOSOL EXTRA	CALCIUM CHLORIDE; DEXTROSE; GLUTATHIONE DISULFIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE
020080	001	INJECTABLE; SUBCUTANEOUS	EQ 6MG BASE/0.5ML (EQ 12MG BASE/ML)	1	AP	1	IMITREX	SUMATRIPTAN SUCCINATE
020080	002	INJECTABLE; SUBCUTANEOUS	EQ 4MG BASE/0.5ML (EQ 8MG BASE/ML)	1		1	IMITREX STATDOSE	SUMATRIPTAN SUCCINATE
020080	003	INJECTABLE; SUBCUTANEOUS	EQ 6MG BASE/0.5ML (EQ 12MG BASE/ML)	1	AB	1	IMITREX STATDOSE	SUMATRIPTAN SUCCINATE
020083	001	CAPSULE; ORAL	100MG	1	AB	1	SPORANOX	ITRACONAZOLE
020084	001	INJECTABLE; INJECTION	2.3mCi/ML	3		0	IOBENGUANE SULFATE I 131	IOBENGUANE SULFATE I-131
020087	001	INJECTABLE; INJECTION	400MG/100ML	3		0	FLOXIN IN DEXTROSE 5%	OFLOXACIN
020087	002	INJECTABLE; INJECTION	20MG/ML	3		0	FLOXIN	OFLOXACIN
020087	003	INJECTABLE; INJECTION	40MG/ML	3		0	FLOXIN	OFLOXACIN
020087	004	INJECTABLE; INJECTION	4MG/ML	3		0	FLOXIN IN DEXTROSE 5% IN PLASTIC CONTAINER	OFLOXACIN
020087	005	INJECTABLE; INJECTION	400MG/100ML	3		0	FLOXIN IN DEXTROSE 5% IN PLASTIC CONTAINER	OFLOXACIN
020088	001	IMPLANT; IMPLANTATION	36MG/IMPLANT	3		0	NORPLANT SYSTEM IN PLASTIC CONTAINER	LEVONORGESTREL
020089	001	TABLET; ORAL	400MG	1	AB	0	ZOVIRAX	ACYCLOVIR
020089	002	TABLET; ORAL	800MG	1	AB	1	ZOVIRAX	ACYCLOVIR
020090	001	FOR SUSPENSION; ORAL	50MG/5ML	1	AB	0	DIFLUCAN	FLUCONAZOLE
020090	002	FOR SUSPENSION; ORAL	200MG/5ML	1	AB	1	DIFLUCAN	FLUCONAZOLE
020091	001	LIQUID; ORAL	100%	3		0	IMAGENT	PERFLUBRON
020092	001	CAPSULE, EXTENDED RELEASE; ORAL	120MG	1	AB2	0	DILACOR XR	DILTIAZEM HYDROCHLORIDE
020092	002	CAPSULE, EXTENDED RELEASE; ORAL	180MG	1	AB2	0	DILACOR XR	DILTIAZEM HYDROCHLORIDE
020092	003	CAPSULE, EXTENDED RELEASE; ORAL	240MG	1	AB2	1	DILACOR XR	DILTIAZEM HYDROCHLORIDE
020095	001	CAPSULE; ORAL	EQ 150MG BASE	3		0	ZANTAC 150	RANITIDINE HYDROCHLORIDE
020095	002	CAPSULE; ORAL	EQ 300MG BASE	3		0	ZANTAC 300	RANITIDINE HYDROCHLORIDE
020098	001	INJECTABLE; INJECTION	EQ 2MG BASE/ML	3		0	MIVACRON	MIVACURIUM CHLORIDE
020098	002	INJECTABLE; INJECTION	EQ 0.5MG BASE/ML	3		0	MIVACRON IN DEXTROSE 5% IN PLASTIC CONTAINER	MIVACURIUM CHLORIDE
020098	003	INJECTABLE; INJECTION	EQ 50MG BASE/100ML	3		0	MIVACRON IN DEXTROSE 5% IN PLASTIC CONTAINER	MIVACURIUM CHLORIDE
020100	001	INJECTABLE; INJECTION	50 UNITS/ML;50 UNITS/ML	3		0	HUMULIN 50/50	INSULIN RECOMBINANT HUMAN; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN
020101	001	SOLUTION; ORAL	EQ 20MG BASE/5ML	3		0	PROZAC	FLUOXETINE HYDROCHLORIDE
020103	001	TABLET; ORAL	EQ 4MG BASE	1	AB	0	ZOFRAN	ONDANSETRON HYDROCHLORIDE
020103	002	TABLET; ORAL	EQ 8MG BASE	1	AB	0	ZOFRAN	ONDANSETRON HYDROCHLORIDE
020103	003	TABLET; ORAL	EQ 24MG BASE	1	AB	1	ZOFRAN	ONDANSETRON HYDROCHLORIDE
020105	001	INJECTABLE; INJECTION	EQ 0.01MG BASE/ML	1	AP	1	TRIOSTAT	LIOTHYRONINE SODIUM
020107	001	INJECTABLE; INJECTION	15% (15GM/100ML)	3		0	NOVAMINE 15% SULFITE FREE IN PLASTIC CONTAINER	AMINO ACIDS
020111	001	SOLUTION; TOPICAL	0.75%	2		0	DYNA-HEX	CHLORHEXIDINE GLUCONATE
020114	001	SPRAY, METERED; NASAL	EQ 0.125MG BASE/SPRAY	1	AB	1	ASTELIN	AZELASTINE HYDROCHLORIDE
020118	001	LIQUID; INHALATION	99.9%	1		1	SUPRANE	DESFLURANE
020119	001	INJECTABLE; INJECTION	10MG/ML	1		1	VUMON	TENIPOSIDE
020120	001	SPRAY, METERED; NASAL	0.05MG/SPRAY	3		0	ALLERNAZE	TRIAMCINOLONE ACETONIDE
020121	001	SPRAY, METERED; NASAL	0.05MG/SPRAY	1	AB	1	FLONASE	FLUTICASONE PROPIONATE
020122	001	INJECTABLE; INJECTION	10MG/VIAL	1	AP	1	NIPENT	PENTOSTATIN
020123	001	INJECTABLE; INJECTION	287MG/ML	1		1	OMNISCAN	GADODIAMIDE
020124	001	INJECTABLE; INJECTION	5MG/ML	3		0	DIAZEPAM	DIAZEPAM
020125	001	TABLET; ORAL	12.5MG;EQ 10MG BASE	1	AB	0	ACCURETIC	HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE
020125	002	TABLET; ORAL	12.5MG;EQ 20MG BASE	1	AB	0	ACCURETIC	HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE
020125	003	TABLET; ORAL	25MG;EQ 20MG BASE	1	AB	1	ACCURETIC	HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE
020126	001	CREAM; TOPICAL	5%	1		1	ZONALON	DOXEPIN HYDROCHLORIDE
020130	001	TABLET; ORAL-21	0.02MG,0.03MG,0.035MG;1MG,1MG,1MG	3		0	ESTROSTEP 21	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
020130	002	TABLET; ORAL-28	0.02MG,0.03MG,0.035MG;1MG,1MG,1MG	1	AB	1	ESTROSTEP FE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
020131	001	INJECTABLE; INJECTION	279.3MG/ML	1		1	PROHANCE	GADOTERIDOL
020132	001	TABLET; ORAL	EQ 100MG BASE	1	AB	1	IMITREX	SUMATRIPTAN SUCCINATE
020132	002	TABLET; ORAL	EQ 25MG BASE	1	AB	0	IMITREX	SUMATRIPTAN SUCCINATE
020132	003	TABLET; ORAL	EQ 50MG BASE	1	AB	0	IMITREX	SUMATRIPTAN SUCCINATE
020134	001	INJECTABLE; INJECTION	1mCi/ML	1	AP	1	METASTRON	STRONTIUM CHLORIDE SR-89
020135	001	TABLET, CHEWABLE; ORAL	50MG	3		0	MOTRIN	IBUPROFEN
020135	002	TABLET, CHEWABLE; ORAL	100MG	3		0	MOTRIN	IBUPROFEN
020136	001	TABLET; ORAL	5MG	1	AB	0	DEMADEX	TORSEMIDE
020136	002	TABLET; ORAL	10MG	1	AB	0	DEMADEX	TORSEMIDE
020136	003	TABLET; ORAL	20MG	1	AB	1	DEMADEX	TORSEMIDE
020136	004	TABLET; ORAL	100MG	1	AB	0	DEMADEX	TORSEMIDE
020137	001	INJECTABLE; INJECTION	20MG/2ML (10MG/ML)	3		0	DEMADEX	TORSEMIDE
020137	002	INJECTABLE; INJECTION	50MG/5ML (10MG/ML)	3		0	DEMADEX	TORSEMIDE
020140	001	POWDER; IV (INFUSION)	EQ 50MG BASE/VIAL	1		1	FUSILEV	LEVOLEUCOVORIN CALCIUM
020140	002	SOLUTION; IV (INFUSION)	EQ 175MG BASE/17.5ML (EQ 10MG BASE/ML)	1		1	FUSILEV	LEVOLEUCOVORIN CALCIUM
020140	003	SOLUTION; IV (INFUSION)	EQ 250MG BASE/25ML (EQ 10MG BASE/ML)	3		0	FUSILEV	LEVOLEUCOVORIN CALCIUM
020142	001	TABLET; ORAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	CATAFLAM	DICLOFENAC POTASSIUM
020142	002	TABLET; ORAL	50MG	1	AB	1	CATAFLAM	DICLOFENAC POTASSIUM
020144	001	FILM, EXTENDED RELEASE; TRANSDERMAL	0.1MG/HR	3		0	TRANSDERM-NITRO	NITROGLYCERIN
020144	002	FILM, EXTENDED RELEASE; TRANSDERMAL	0.2MG/HR	3		0	TRANSDERM-NITRO	NITROGLYCERIN
020144	003	FILM, EXTENDED RELEASE; TRANSDERMAL	0.4MG/HR	3		0	TRANSDERM-NITRO	NITROGLYCERIN
020144	004	FILM, EXTENDED RELEASE; TRANSDERMAL	0.6MG/HR	3		0	TRANSDERM-NITRO	NITROGLYCERIN
020144	005	FILM, EXTENDED RELEASE; TRANSDERMAL	0.8MG/HR	3		0	TRANSDERM-NITRO	NITROGLYCERIN
020145	001	FILM, EXTENDED RELEASE; TRANSDERMAL	0.1MG/HR	1	AB1	1	NITRO-DUR	NITROGLYCERIN
020145	002	FILM, EXTENDED RELEASE; TRANSDERMAL	0.2MG/HR	1	AB1	1	NITRO-DUR	NITROGLYCERIN
020145	003	FILM, EXTENDED RELEASE; TRANSDERMAL	0.3MG/HR	1		1	NITRO-DUR	NITROGLYCERIN
020145	004	FILM, EXTENDED RELEASE; TRANSDERMAL	0.4MG/HR	1	AB1	1	NITRO-DUR	NITROGLYCERIN
020145	005	FILM, EXTENDED RELEASE; TRANSDERMAL	0.6MG/HR	1	AB1	1	NITRO-DUR	NITROGLYCERIN
020145	006	FILM, EXTENDED RELEASE; TRANSDERMAL	0.8MG/HR	1		1	NITRO-DUR	NITROGLYCERIN
020147	001	INJECTABLE; INJECTION	2.75%;5GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML	3		0	TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 5% IN PLASTIC CONTAINER	AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020147	002	INJECTABLE; INJECTION	2.75%;10GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML	3		0	TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 10% IN PLASTIC CONTAINER	AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020147	003	INJECTABLE; INJECTION	2.75%;15GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML	3		0	TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 15% IN PLASTIC CONTAINER	AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020147	004	INJECTABLE; INJECTION	2.75%;20GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML	3		0	TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 20% IN PLASTIC CONTAINER	AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020147	005	INJECTABLE; INJECTION	2.75%;25GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML	3		0	TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER	AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020147	006	INJECTABLE; INJECTION	4.25%;5GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML	3		0	TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 5% IN PLASTIC CONTAINER	AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020147	007	INJECTABLE; INJECTION	4.25%;10GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML	3		0	TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 10% IN PLASTIC CONTAINER	AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020147	008	INJECTABLE; INJECTION	4.25%;15GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML	3		0	TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 15% IN PLASTIC CONTAINER	AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020147	009	INJECTABLE; INJECTION	4.25%;20GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML	3		0	TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 20% IN PLASTIC CONTAINER	AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020147	010	INJECTABLE; INJECTION	4.25%;25GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML	3		0	TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER	AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020148	001	SPRAY, METERED; NASAL	0.5MG/INH	1		1	MIGRANAL	DIHYDROERGOTAMINE MESYLATE
020151	001	TABLET; ORAL	EQ 12.5MG BASE	3		0	EFFEXOR	VENLAFAXINE HYDROCHLORIDE
020151	002	TABLET; ORAL	EQ 25MG BASE	3		0	EFFEXOR	VENLAFAXINE HYDROCHLORIDE
020151	003	TABLET; ORAL	EQ 50MG BASE	3		0	EFFEXOR	VENLAFAXINE HYDROCHLORIDE
020151	004	TABLET; ORAL	EQ 75MG BASE	3		0	EFFEXOR	VENLAFAXINE HYDROCHLORIDE
020151	005	TABLET; ORAL	EQ 100MG BASE	3		0	EFFEXOR	VENLAFAXINE HYDROCHLORIDE
020151	006	TABLET; ORAL	EQ 37.5MG BASE	3		0	EFFEXOR	VENLAFAXINE HYDROCHLORIDE
020152	001	TABLET; ORAL	50MG	3		0	SERZONE	NEFAZODONE HYDROCHLORIDE
020152	002	TABLET; ORAL	100MG	3		0	SERZONE	NEFAZODONE HYDROCHLORIDE
020152	003	TABLET; ORAL	150MG	3		0	SERZONE	NEFAZODONE HYDROCHLORIDE
020152	004	TABLET; ORAL	200MG	3		0	SERZONE	NEFAZODONE HYDROCHLORIDE
020152	005	TABLET; ORAL	250MG	3		0	SERZONE	NEFAZODONE HYDROCHLORIDE
020152	006	TABLET; ORAL	300MG	3		0	SERZONE	NEFAZODONE HYDROCHLORIDE
020154	002	TABLET, CHEWABLE; ORAL	25MG	3		0	VIDEX	DIDANOSINE
020154	003	TABLET, CHEWABLE; ORAL	50MG	3		0	VIDEX	DIDANOSINE
020154	004	TABLET, CHEWABLE; ORAL	100MG	3		0	VIDEX	DIDANOSINE
020154	005	TABLET, CHEWABLE; ORAL	150MG	3		0	VIDEX	DIDANOSINE
020154	006	TABLET, CHEWABLE; ORAL	200MG	3		0	VIDEX	DIDANOSINE
020155	003	FOR SOLUTION; ORAL	100MG/PACKET	3		0	VIDEX	DIDANOSINE
020155	004	FOR SOLUTION; ORAL	167MG/PACKET	3		0	VIDEX	DIDANOSINE
020155	005	FOR SOLUTION; ORAL	250MG/PACKET	3		0	VIDEX	DIDANOSINE
020155	006	FOR SOLUTION; ORAL	375MG/PACKET	3		0	VIDEX	DIDANOSINE
020156	001	FOR SOLUTION; ORAL	10MG/ML	1	AA	1	VIDEX	DIDANOSINE
020161	001	INJECTABLE; INJECTION	745MG/100ML	1	AP	0	POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE
020161	002	INJECTABLE; INJECTION	1.49GM/100ML	1	AP	0	POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE
020161	003	INJECTABLE; INJECTION	2.24GM/100ML	1	AP	1	POTASSIUM CHLORIDE 30MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE
020161	004	INJECTABLE; INJECTION	2.98GM/100ML	1	AP	1	POTASSIUM CHLORIDE 40MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE
020161	005	INJECTABLE; INJECTION	14.9MG/ML	1	AP	0	POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE
020161	006	INJECTABLE; INJECTION	29.8MG/ML	1	AP	1	POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE
020162	001	INJECTABLE; INJECTION	EQ 0.1MG BASE/VIAL	1		1	ACTHREL	CORTICORELIN OVINE TRIFLUTATE
020163	001	SOLUTION; INTRAPERITONEAL	25.7MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML	1	AT	0	DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
020163	002	SOLUTION; INTRAPERITONEAL	25.7MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML	1	AT	0	DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
020163	003	SOLUTION; INTRAPERITONEAL	25.7MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML	1	AT	0	DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
020164	001	INJECTABLE; SUBCUTANEOUS	30MG/0.3ML (100MG/ML)	1	AP	0	LOVENOX (PRESERVATIVE FREE)	ENOXAPARIN SODIUM
020164	002	INJECTABLE; SUBCUTANEOUS	40MG/0.4ML (100MG/ML)	1	AP	0	LOVENOX (PRESERVATIVE FREE)	ENOXAPARIN SODIUM
020164	003	INJECTABLE; SUBCUTANEOUS	60MG/0.6ML (100MG/ML)	1	AP	0	LOVENOX (PRESERVATIVE FREE)	ENOXAPARIN SODIUM
020164	004	INJECTABLE; SUBCUTANEOUS	80MG/0.8ML (100MG/ML)	1	AP	0	LOVENOX (PRESERVATIVE FREE)	ENOXAPARIN SODIUM
020164	005	INJECTABLE; SUBCUTANEOUS	100MG/ML (100MG/ML)	1	AP	1	LOVENOX (PRESERVATIVE FREE)	ENOXAPARIN SODIUM
020164	006	INJECTABLE; SUBCUTANEOUS	90MG/0.6ML (150MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	LOVENOX (PRESERVATIVE FREE)	ENOXAPARIN SODIUM
020164	007	INJECTABLE; SUBCUTANEOUS	120MG/0.8ML (150MG/ML)	1	AP	0	LOVENOX (PRESERVATIVE FREE)	ENOXAPARIN SODIUM
020164	008	INJECTABLE; SUBCUTANEOUS	150MG/ML (150MG/ML)	1	AP	0	LOVENOX (PRESERVATIVE FREE)	ENOXAPARIN SODIUM
020164	009	INJECTABLE; INTRAVENOUS, SUBCUTANEOUS	300MG/3ML (100MG/ML)	1	AB	0	LOVENOX	ENOXAPARIN SODIUM
020165	004	FILM, EXTENDED RELEASE; TRANSDERMAL	21MG/24HR	2		1	NICODERM CQ	NICOTINE
020165	005	FILM, EXTENDED RELEASE; TRANSDERMAL	14MG/24HR	2		1	NICODERM CQ	NICOTINE
020165	006	FILM, EXTENDED RELEASE; TRANSDERMAL	7MG/24HR	2		1	NICODERM CQ	NICOTINE
020166	001	INJECTABLE; INJECTION	250MG/ML	3		0	SODIUM THIOSULFATE	SODIUM THIOSULFATE
020168	001	INJECTABLE; INJECTION	5MG/VIAL	1	BX	0	NUTROPIN	SOMATROPIN RECOMBINANT
020168	002	INJECTABLE; INJECTION	10MG/VIAL	1		1	NUTROPIN	SOMATROPIN RECOMBINANT
020169	001	TABLET; ORAL	50MG	3		0	NILANDRON	NILUTAMIDE
020169	002	TABLET; ORAL	150MG	1		1	NILANDRON	NILUTAMIDE
020171	001	SOLUTION; INTRAPERITONEAL	18.4MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML	1	AT	0	DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
020171	002	SOLUTION; INTRAPERITONEAL	18.4MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML	1	AT	0	DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
020171	003	SOLUTION; INTRAPERITONEAL	18.4MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML	1	AT	0	DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
020173	001	INJECTABLE; INJECTION	5.5%;102MG/100ML;522MG/100ML;431MG/100ML;224MG/100ML	1		0	TRAVASOL 5.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER	AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020173	002	INJECTABLE; INJECTION	8.5%;102MG/100ML;522MG/100ML;594MG/100ML;154MG/100ML	1		0	TRAVASOL 8.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER	AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020176	001	INJECTABLE; INJECTION	N/A,80MG/VIAL;N/A,0.02MG/VIAL;N/A,0.001MG/VIAL;400 IU/10ML,N/A;N/A,0.14MG/VIAL;N/A,17MG/VIAL;N/A,5MG/VIAL;0.2MG/10ML,N/A;N/A,1MG/VIAL;N/A,1.4MG/VIAL;N/A,1.2MG/VIAL;EQ 2,300 UNITS BASE/10ML,N/A;7 IU/10ML,N/A	3		0	VITAPED	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PANTOTHENIC ACID; PHYTONADIONE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; VITAMIN A PALMITATE; VITAMIN E
020177	001	INJECTABLE; INJECTION	3.5%;51MG/100ML;131MG/100ML;218MG/100ML;35MG/100ML	1		0	TRAVASOL 3.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER	AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE
020178	001	INJECTABLE; INJECTION	900MG/100ML	1	AP	1	SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	SODIUM CHLORIDE
020178	002	INJECTABLE; INJECTION	9MG/ML	1	AP	0	SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	SODIUM CHLORIDE
020179	001	INJECTABLE; INJECTION	5GM/100ML	1	AP	1	DEXTROSE 5% IN PLASTIC CONTAINER	DEXTROSE
020179	002	INJECTABLE; INJECTION	50MG/ML	1	AP	1	DEXTROSE 5% IN PLASTIC CONTAINER	DEXTROSE
020180	001	TABLET; ORAL	5MG	1	AB	1	PROSCAR	FINASTERIDE
020181	001	INJECTABLE; INJECTION	30%	1	AP	1	LIPOSYN III 30%	SOYBEAN OIL
020182	001	INJECTABLE; INJECTION	200MG/ML	1	AP	1	CARNITOR	LEVOCARNITINE
020183	001	SOLUTION; INTRAPERITONEAL	18.3MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML	1	AT	0	DIANEAL LOW CALCIUM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
