ApplNo	ApplType	SponsorApplicant	MostRecentLabelAvailableFlag	CurrentPatentFlag	ActionType	Chemical_Type	Ther_Potential	Orphan_Code
040770	A    	MYLAN PHARMS INC                                  	False	False	AP			
040771	A    	LYNE                                              	False	False	AP			
040772	A    	EBEWE PHARMA                                      	False	False	AP			
040773	A    	MALLINCKRODT INC                                  	False	False	AP			
040774	A    	APOTEX                                            	False	False	AP			
040775	A    	VINTAGE                                           	False	False	AP			
040776	A    	OUTLOOK PHARMS                                    	False	False	AP			
040777	A    	AMNEAL PHARMS NY                                  	False	False	AP			
040778	A    	AMNEAL PHARMS NY                                  	False	False	AP			
040779	A    	AMNEAL PHARMS NY                                  	False	False	AP			
040780	A    	AUROBINDO PHARMA                                  	False	False	AP			
040781	A    	LUITPOLD                                          	False	False	AP			
040782	A    	IMPAX LABS                                        	False	False	AP			
040784	A    	X GEN PHARMS                                      	False	False	AP			
040785	A    	WOCKHARDT                                         	False	False	AP			
040786	A    	KVK TECH                                          	False	False	AP			
040787	A    	KVK TECH                                          	False	False	AP			
040788	A    	KVK TECH                                          	False	False	AP			
040789	A    	AMNEAL PHARMS NY                                  	False	False	AP			
